0-th quantile fcr,1-th quantile fcr,2-th quantile fcr,3-th quantile fcr,all fcr
0.06233135456017269,0.054156409770876726,0.05426356589147287,0.03747870528109029,0.057708529747432145
0.061795218764095626,0.05205741626794259,0.05579738820736051,0.04214223002633889,0.05736884261113336
0.06925675675675676,0.05924664016657202,0.054447852760736194,0.041379310344827586,0.06315582048376768
0.07128182224207236,0.0554399243140965,0.05612244897959184,0.05218135158254919,0.06411843343070753
0.06551386041536679,0.05401264125646428,0.05310425614994143,0.045493562231759654,0.059803629872061885
