,BLEU-1,BLEU-4,rouge1-F,rouge2-F,rougeL-F,BERT-P,BERT-R,BERT-F,FMR,BART,USR,USN,user-wise USR,item-wise USR,item-wise FMR,Distinct-1,Distinct-2,Distinct-3,ENTR,Entr-1,Entr-2,Entr-3
erra,21.50308445883631,1.5887123701266614,18.2636667638398,3.4814353934742868,17.59518646066197,0.5334993004798889,0.5393070578575134,0.525712251663208,0.1735,-1,0.4392,4392,0.9677450935880876,0.8734721576940656,-1,0.5785307276403776,0.8813931327171926,0.8777621808100065,9.120715793681244,7.172145843645636,9.519864587297706,10.670136950100394
