,BLEU-1,BLEU-4,rouge1-F,rouge2-F,rougeL-F,BERT-P,BERT-R,BERT-F,FMR,BART,USR,USN,user-wise USR,item-wise USR,item-wise FMR,Distinct-1,Distinct-2,Distinct-3,ENTR,Entr-1,Entr-2,Entr-3
erra,8.27346807484051,0.4615113889694113,10.106321708882003,1.4208754844233547,9.564722243505944,0.43582895398139954,0.46157392859458923,0.4444252550601959,0.0956,-1,0.3062,3062,0.920958184676174,0.8711553176392751,-1,0.4807431163274116,0.8253164145772622,0.8703836396719129,8.430291997372708,6.380647838490443,8.920356531122218,9.989871622505461
