,BLEU-1,BLEU-4,rouge1-F,rouge2-F,rougeL-F,BERT-P,BERT-R,BERT-F,FMR,BART,USR,USN,user-wise USR,item-wise USR,item-wise FMR,Distinct-1,Distinct-2,Distinct-3,ENTR,Entr-1,Entr-2,Entr-3
erra,8.460554489585942,0.4484019681861672,10.229078829203853,1.4291285465636323,9.696626300739403,0.4393756687641144,0.4636296331882477,0.4473762810230255,0.1002,-1,0.2539,2539,0.9158541387514966,0.8487177614713701,-1,0.4878381983069569,0.8259385294647477,0.8679536398272876,8.242690163305566,6.2237202140723245,8.726194055740624,9.77815622010375
