0-th quantile fcr,1-th quantile fcr,2-th quantile fcr,3-th quantile fcr,all fcr
0.03323740691109598,0.03124754033844943,0.026103026103026103,0.0188953488372093,0.03219328621349398
0.030179714480543764,0.02774493576101521,0.023121387283236993,0.014577259475218658,0.029037825171392834
0.03860117225089668,0.03725490196078431,0.028110599078341014,0.01601164483260553,0.03736949024424812
0.031049227058436574,0.029536527886881384,0.023809523809523808,0.017543859649122806,0.0301049806614571
0.03846319137049293,0.037732943169567226,0.02965625702089418,0.023876404494382022,0.03755004869602857
