,BLEU-1,BLEU-4,rouge1-F,rouge2-F,rougeL-F,BERT-P,BERT-R,BERT-F,FMR,BART,USR,USN,user-wise USR,item-wise USR,item-wise FMR,Distinct-1,Distinct-2,Distinct-3,ENTR,Entr-1,Entr-2,Entr-3
erra,21.87621882377091,1.4515010606795005,18.454966622326644,3.4364558871031594,17.717921302432078,0.5313536524772644,0.537192165851593,0.5236303806304932,0.1826,-1,0.3379,3379,0.9708578987483435,0.8387486048178886,-1,0.5844880902782725,0.8780916493084847,0.873583805085359,8.704358671670226,6.936085459795469,9.088515172992055,10.088475382223153
