,BLEU-1,BLEU-4,rouge1-F,rouge2-F,rougeL-F,BERT-P,BERT-R,BERT-F,FMR,BART,USR,USN,user-wise USR,item-wise USR,item-wise FMR,Distinct-1,Distinct-2,Distinct-3,ENTR,Entr-1,Entr-2,Entr-3
erra,8.453284122753058,0.5006830911255693,10.102575453371282,1.3959580472436435,9.522448506467388,0.43626630306243896,0.4621695280075073,0.4448222517967224,0.0947,-1,0.274,2740,0.9145298460890945,0.8566581552323183,-1,0.4855657919597418,0.8256018797403831,0.8675576683769741,8.282629748802172,6.257865213693894,8.767416330006018,9.822607702706605
