----------------------------------------ARGUMENTS----------------------------------------
auto_arg_by_dataset                      yelp23
index                                    2
emsize                                   384
nhead                                    2
nhid                                     2048
nlayers                                  6
dropout                                  0.2
lr                                       1.0
clip                                     1.0
epochs                                   200
batch_size                               256
seed                                     2022
cuda                                     True
log_interval                             200
checkpoint                               ./yelp23/2
outf                                     generated.json
vocab_size                               20000
endure_times                             5
rating_reg                               0.2
context_reg                              1.0
text_reg                                 1.0
peter_mask                               True
use_feature                              True
words                                    15
data_path                                /home/P76114511/projects/nete_format_data/yelp23/reviews.pickle
index_dir                                /home/P76114511/projects/nete_format_data/yelp23/2
meta_root                                data/yelp23/2/train-data
----------------------------------------ARGUMENTS----------------------------------------
[2024-08-03 15:05:55.710669]: Model will be saved to (model/yelp23/2/model.pt)
[2024-08-03 15:05:55.710714]: Prediction will be saved to (model/yelp23/2/generated.json)
[2024-08-03 15:05:55.710722]: Loading data
[2024-08-03 15:07:37.615005]: epoch 1
[2024-08-03 15:07:44.055689]: context ppl 2668.1542 | text ppl 2545.1456 | rating loss 3.0216 |   200/ 9624 batches
[2024-08-03 15:07:50.282482]: context ppl 1000.2606 | text ppl 824.7270 | rating loss 1.3730 |   400/ 9624 batches
[2024-08-03 15:07:56.495166]: context ppl 813.9879 | text ppl 455.9936 | rating loss 1.2948 |   600/ 9624 batches
[2024-08-03 15:08:02.709565]: context ppl 757.3073 | text ppl 310.6803 | rating loss 1.2496 |   800/ 9624 batches
[2024-08-03 15:08:08.938267]: context ppl 703.2641 | text ppl 236.8201 | rating loss 1.2884 |  1000/ 9624 batches
[2024-08-03 15:08:15.211166]: context ppl 677.9251 | text ppl 197.0696 | rating loss 1.2561 |  1200/ 9624 batches
[2024-08-03 15:08:21.470742]: context ppl 654.3628 | text ppl 170.7243 | rating loss 1.2396 |  1400/ 9624 batches
[2024-08-03 15:08:27.744655]: context ppl 645.8688 | text ppl 154.5771 | rating loss 1.2161 |  1600/ 9624 batches
[2024-08-03 15:08:34.030606]: context ppl 624.1379 | text ppl 138.9573 | rating loss 1.2062 |  1800/ 9624 batches
[2024-08-03 15:08:40.299404]: context ppl 628.3490 | text ppl 132.9395 | rating loss 1.1686 |  2000/ 9624 batches
[2024-08-03 15:08:46.558491]: context ppl 623.1930 | text ppl 124.3152 | rating loss 1.2034 |  2200/ 9624 batches
