----------------------------------------ARGUMENTS----------------------------------------
auto_arg_by_dataset                      yelp23
index                                    4
emsize                                   384
nhead                                    2
nhid                                     2048
nlayers                                  6
dropout                                  0.2
lr                                       1.0
clip                                     1.0
epochs                                   200
batch_size                               256
seed                                     2022
cuda                                     True
log_interval                             200
checkpoint                               ./yelp23/4
outf                                     generated.json
vocab_size                               20000
endure_times                             5
rating_reg                               0.2
context_reg                              1.0
text_reg                                 1.0
peter_mask                               True
use_feature                              True
words                                    15
data_path                                /home/P76114511/projects/nete_format_data/yelp23/reviews.pickle
index_dir                                /home/P76114511/projects/nete_format_data/yelp23/4
meta_root                                data/yelp23/4/train-data
----------------------------------------ARGUMENTS----------------------------------------
[2024-08-03 17:28:44.220285]: Model will be saved to (model/yelp23/4/model.pt)
[2024-08-03 17:28:44.220328]: Prediction will be saved to (model/yelp23/4/generated.json)
[2024-08-03 17:28:44.220337]: Loading data
[2024-08-03 17:30:25.297467]: epoch 1
[2024-08-03 17:30:31.761918]: context ppl 2596.0564 | text ppl 2480.4360 | rating loss 3.0164 |   200/ 9623 batches
[2024-08-03 17:30:38.021931]: context ppl 968.3777 | text ppl 787.2504 | rating loss 1.3390 |   400/ 9623 batches
[2024-08-03 17:30:44.287971]: context ppl 808.2450 | text ppl 443.0127 | rating loss 1.3250 |   600/ 9623 batches
[2024-08-03 17:30:50.563625]: context ppl 754.3916 | text ppl 301.8547 | rating loss 1.2414 |   800/ 9623 batches
[2024-08-03 17:30:56.828944]: context ppl 710.8355 | text ppl 233.9679 | rating loss 1.2850 |  1000/ 9623 batches
[2024-08-03 17:31:03.094123]: context ppl 677.1555 | text ppl 194.7711 | rating loss 1.2439 |  1200/ 9623 batches
[2024-08-03 17:31:09.356931]: context ppl 652.5366 | text ppl 169.6365 | rating loss 1.2321 |  1400/ 9623 batches
[2024-08-03 17:31:15.648173]: context ppl 644.3075 | text ppl 153.8107 | rating loss 1.1912 |  1600/ 9623 batches
[2024-08-03 17:31:21.947838]: context ppl 625.3851 | text ppl 138.3037 | rating loss 1.1886 |  1800/ 9623 batches
[2024-08-03 17:31:28.200110]: context ppl 626.4701 | text ppl 132.7201 | rating loss 1.1655 |  2000/ 9623 batches
[2024-08-03 17:31:34.452131]: context ppl 620.4377 | text ppl 123.5162 | rating loss 1.2089 |  2200/ 9623 batches
[2024-08-03 17:31:40.702995]: context ppl 608.7413 | text ppl 115.0163 | rating loss 1.1917 |  2400/ 9623 batches
[2024-08-03 17:31:46.954615]: context ppl 599.4580 | text ppl 108.9673 | rating loss 1.1681 |  2600/ 9623 batches
[2024-08-03 17:31:53.204295]: context ppl 591.0966 | text ppl 104.4009 | rating loss 1.1788 |  2800/ 9623 batches
