,BLEU-1,BLEU-4,rouge1-F,rouge2-F,rougeL-F,BERT-P,BERT-R,BERT-F,FMR,BART,USR,USN,user-wise USR,item-wise USR,item-wise FMR,Distinct-1,Distinct-2,Distinct-3,ENTR,Entr-1,Entr-2,Entr-3
erra,21.556013956672974,1.5706565604204328,18.91978051131017,3.710067684026003,18.179992203277433,0.5426801443099976,0.5446868538856506,0.5334546566009521,0.1858,-1,0.3926,3926,0.9616083434292432,0.8656113569297614,-1,0.5921778247150467,0.887643199956168,0.879460893422642,9.088980863253552,7.142956699445208,9.4813018163478,10.642684073967642
