,BLEU-1,BLEU-4,rouge1-F,rouge2-F,rougeL-F,BERT-P,BERT-R,BERT-F,FMR,BART,USR,USN,user-wise USR,item-wise USR,item-wise FMR,Distinct-1,Distinct-2,Distinct-3,ENTR,Entr-1,Entr-2,Entr-3
erra,21.45172413154526,1.5178142975185942,19.02492403128007,3.67344261609705,18.329076363534295,0.5433993339538574,0.5408068895339966,0.5320214629173279,0.1838,-1,0.3297,3297,0.9486173563239959,0.8321515552113127,-1,0.5986633461977412,0.8880675001295832,0.8780488436058258,8.656868903333352,6.838502671077139,9.005407401744007,10.126696637178908
