----------------------------------------ARGUMENTS----------------------------------------
auto_arg_by_dataset                      yelp23
index                                    1
emsize                                   384
nhead                                    2
nhid                                     2048
nlayers                                  6
dropout                                  0.2
lr                                       1.0
clip                                     1.0
epochs                                   200
batch_size                               256
seed                                     2022
cuda                                     True
log_interval                             200
checkpoint                               ./yelp23/1
outf                                     generated.json
vocab_size                               20000
endure_times                             5
rating_reg                               0.2
context_reg                              1.0
text_reg                                 1.0
peter_mask                               True
use_feature                              True
words                                    15
data_path                                /home/P76114511/projects/nete_format_data/yelp23/reviews.pickle
index_dir                                /home/P76114511/projects/nete_format_data/yelp23/1
meta_root                                data/yelp23/1/train-data
----------------------------------------ARGUMENTS----------------------------------------
[2024-08-03 13:54:33.625474]: Model will be saved to (model/yelp23/1/model.pt)
[2024-08-03 13:54:33.625522]: Prediction will be saved to (model/yelp23/1/generated.json)
[2024-08-03 13:54:33.625531]: Loading data
[2024-08-03 13:56:14.721026]: epoch 1
[2024-08-03 13:56:21.197088]: context ppl 2542.1434 | text ppl 2427.2798 | rating loss 2.9691 |   200/ 9626 batches
[2024-08-03 13:56:27.465785]: context ppl 995.3214 | text ppl 803.7989 | rating loss 1.3613 |   400/ 9626 batches
[2024-08-03 13:56:33.733930]: context ppl 816.3831 | text ppl 470.9053 | rating loss 1.3015 |   600/ 9626 batches
[2024-08-03 13:56:40.012823]: context ppl 760.0025 | text ppl 313.4632 | rating loss 1.2551 |   800/ 9626 batches
[2024-08-03 13:56:46.290057]: context ppl 709.0030 | text ppl 237.3687 | rating loss 1.2915 |  1000/ 9626 batches
[2024-08-03 13:56:52.562955]: context ppl 682.9915 | text ppl 198.5557 | rating loss 1.2496 |  1200/ 9626 batches
[2024-08-03 13:56:58.847304]: context ppl 654.7667 | text ppl 171.6502 | rating loss 1.2319 |  1400/ 9626 batches
[2024-08-03 13:57:05.124553]: context ppl 642.1182 | text ppl 155.1639 | rating loss 1.2264 |  1600/ 9626 batches
[2024-08-03 13:57:11.369174]: context ppl 624.6738 | text ppl 139.3383 | rating loss 1.2115 |  1800/ 9626 batches
[2024-08-03 13:57:17.621036]: context ppl 627.7143 | text ppl 132.8677 | rating loss 1.1966 |  2000/ 9626 batches
[2024-08-03 13:57:23.880168]: context ppl 625.0384 | text ppl 124.2353 | rating loss 1.2367 |  2200/ 9626 batches
