,BLEU-1,BLEU-4,rouge1-F,rouge2-F,rougeL-F,BERT-P,BERT-R,BERT-F,FMR,BART,USR,USN,user-wise USR,item-wise USR,item-wise FMR,Distinct-1,Distinct-2,Distinct-3,ENTR,Entr-1,Entr-2,Entr-3
erra,8.356631663433884,0.4275250965889485,10.067438077103109,1.4548391336121171,9.547486835548936,0.4346058666706085,0.4626218378543854,0.4441342353820801,0.0958,-1,0.3043,3043,0.9232780212485303,0.8720948325174571,-1,0.47656481959212077,0.8230054166385864,0.8669169129037325,8.37966825737844,6.331775130671434,8.859379235517668,9.947850405946213
